city,district,daily_temp
Петрозаводск,Северо-Западный ФО,5.7
Петрозаводск,Северо-Западный ФО,1.3
Майкоп,Южный ФО,3.2
Курск,Центральный  ФО,8.8
Ханты-Мансийск,Уральский ФО,-0.8
Саранск,Приволжский ФО,6.8
Волгоград,Южный ФО,3.0
Чебоксары,Приволжский ФО,-3.5
Кострома,Центральный  ФО,5.4
Москва,Центральный  ФО,-2.5
Магадан,Дальневосточный ФО,-20.5
Ставрополь,Северо-Кавказский ФО,11.5
Калуга,Центральный  ФО,3.0
Кызыл,Сибирский ФО,-4.1
Кемерово,Сибирский ФО,-4.6
Уфа,Приволжский ФО,1.9
Анадырь,Дальневосточный ФО,-19.9
Иркутск,Сибирский ФО,-3.4
Хабаровск,Дальневосточный ФО,-0.2
Краснодар,Южный ФО,13.0
Хабаровск,Дальневосточный ФО,3.6
Биробиджан,Дальневосточный ФО,1.5
Пермь,Приволжский ФО,-9.1
Тамбов,Центральный  ФО,6.8
Ханты-Мансийск,Уральский ФО,-12.1
Курск,Центральный  ФО,-3.4
Кострома,Центральный  ФО,-2.5
Псков,Северо-Западный ФО,1.9
Омск,Сибирский ФО,1.0
Кострома,Центральный  ФО,-3.5
Вологда,Северо-Западный ФО,-1.9
Великий Новгород,Северо-Западный ФО,1.5
Краснодар,Южный ФО,10.5
Тюмень,Уральский ФО,-2.1
Нальчик,Северо-Кавказский ФО,0.1
Казань,Приволжский ФО,1.1
Омск,Сибирский ФО,3.0
Барнаул,Сибирский ФО,-0.5
Тверь,Центральный  ФО,2.7
Йошкар-Ола,Приволжский ФО,0.5
Орел,Центральный  ФО,7.4
Салехард,Северо-Западный ФО,-8.3
Тамбов,Центральный  ФО,6.5
Якутск,Дальневосточный ФО,-14.1
Тула,Центральный  ФО,6.5
Чита,Сибирский ФО,0.5
Астрахань,Южный ФО,6.5
Новосибирск,Сибирский ФО,3.0
Волгоград,Южный ФО,2.5
Калуга,Центральный  ФО,8.0
Саранск,Приволжский ФО,11.2
Анадырь,Дальневосточный ФО,-13.8
Пермь,Приволжский ФО,-2.0
Чита,Сибирский ФО,3.8
Саранск,Приволжский ФО,5.2
Благовещенск,Дальневосточный ФО,-1.0
Владивосток,Дальневосточный ФО,0.2
Майкоп,Южный ФО,3.1
Смоленск,Центральный  ФО,5.0
Смоленск,Центральный  ФО,6.2
Южно-Сахалинск,Дальневосточный ФО,3.5
Псков,Северо-Западный ФО,3.0
Архангельск,Северо-Западный ФО,-3.2
Липецк,Центральный  ФО,1.3
Махачкала,Северо-Кавказский ФО,7.8
Томск,Сибирский ФО,3.7
Санкт-Петербург,Северо-Западный ФО,3.9
Саранск,Приволжский ФО,1.0
Великий Новгород,Северо-Западный ФО,2.1
Пенза,Приволжский ФО,9.0
Элиста,Южный ФО,10.5
Казань,Приволжский ФО,1.0
Челябинск,Уральский ФО,0.5
Курган,Уральский ФО,-5.4
Москва,Центральный  ФО,-0.4
Сыктывкар,Северо-Западный ФО,-6.0
Астрахань,Южный ФО,13.0
Оренбург,Приволжский ФО,-5.2
Майкоп,Южный ФО,14.8
Тула,Центральный  ФО,3.4
Брянск,Центральный  ФО,-1.0
Элиста,Южный ФО,0.6
Чита,Сибирский ФО,-7.7
Калуга,Центральный  ФО,5.5
Москва,Центральный  ФО,5.3
Нижний Новгород,Приволжский ФО,-2.5
Воронеж,Центральный  ФО,-1.5
Кемерово,Сибирский ФО,-6.3
Пенза,Приволжский ФО,6.1
Краснодар,Южный ФО,9.5
Курган,Уральский ФО,-2.8
Курск,Центральный  ФО,3.4
Калининград,Северо-Западный ФО,5.2
Уфа,Приволжский ФО,-6.8
Петропавловск-Камчатский,Дальневосточный ФО,1.5
Уфа,Приволжский ФО,2.8
Новосибирск,Сибирский ФО,-5.5
Санкт-Петербург,Северо-Западный ФО,-1.0
Мурманск,Северо-Западный ФО,-13.8
Анадырь,Дальневосточный ФО,-14.1
Южно-Сахалинск,Дальневосточный ФО,-7.6
Ханты-Мансийск,Уральский ФО,1.8
Магадан,Дальневосточный ФО,-2.5
Воронеж,Центральный  ФО,6.2
Ижевск,Приволжский ФО,2.4
Краснодар,Южный ФО,9.0
Великий Новгород,Северо-Западный ФО,3.9
Калининград,Северо-Западный ФО,5.2
Владивосток,Дальневосточный ФО,-4.4
Тверь,Центральный  ФО,6.8
Санкт-Петербург,Северо-Западный ФО,0.5
Калуга,Центральный  ФО,-0.5
Мурманск,Северо-Западный ФО,-4.5
Тверь,Центральный  ФО,-4.2
Хабаровск,Дальневосточный ФО,-5.7
Элиста,Южный ФО,8.0
Волгоград,Южный ФО,7.8
Тюмень,Уральский ФО,-0.4
Элиста,Южный ФО,10.8
Анадырь,Дальневосточный ФО,-3.2
Воронеж,Центральный  ФО,0.7
Элиста,Южный ФО,9.2
Ставрополь,Северо-Кавказский ФО,13.2
Рязань,Центральный  ФО,4.9
Оренбург,Приволжский ФО,-4.5
Брянск,Центральный  ФО,3.2
Кострома,Центральный  ФО,6.2
Элиста,Южный ФО,5.2
Самара,Приволжский ФО,4.0
Барнаул,Сибирский ФО,0.8
Самара,Приволжский ФО,-3.0
Якутск,Дальневосточный ФО,-12.8
Улан-Удэ,Сибирский ФО,-9.8
Петропавловск-Камчатский,Дальневосточный ФО,-7.5
Курск,Центральный  ФО,2.2
Владивосток,Дальневосточный ФО,1.8
Великий Новгород,Северо-Западный ФО,1.5
Великий Новгород,Северо-Западный ФО,5.3
Омск,Сибирский ФО,-3.4
Кемерово,Сибирский ФО,0.6
Абакан,Сибирский ФО,8.0
Тверь,Центральный  ФО,-2.5
Краснодар,Южный ФО,13.5
Казань,Приволжский ФО,6.5
Кызыл,Сибирский ФО,-3.4
Улан-Удэ,Сибирский ФО,-0.3
Нальчик,Северо-Кавказский ФО,11.2
Тамбов,Центральный  ФО,8.7
Великий Новгород,Северо-Западный ФО,-0.1
Самара,Приволжский ФО,2.0
Брянск,Центральный  ФО,4.9
Йошкар-Ола,Приволжский ФО,4.3
Якутск,Дальневосточный ФО,-22.0
Барнаул,Сибирский ФО,-10.6
Владивосток,Дальневосточный ФО,-4.6
Барнаул,Сибирский ФО,-2.5
Уфа,Приволжский ФО,-5.5
Ханты-Мансийск,Уральский ФО,0.4
Великий Новгород,Северо-Западный ФО,4.8
Уфа,Приволжский ФО,4.0
Иркутск,Сибирский ФО,-8.9
Саранск,Приволжский ФО,3.2
Майкоп,Южный ФО,11.7
Самара,Приволжский ФО,-0.6
Якутск,Дальневосточный ФО,-23.4
Саранск,Приволжский ФО,4.8
Самара,Приволжский ФО,6.8
Биробиджан,Дальневосточный ФО,-2.9
Москва,Центральный  ФО,6.5
Липецк,Центральный  ФО,4.5
Краснодар,Южный ФО,7.5
Воронеж,Центральный  ФО,-0.8
Орел,Центральный  ФО,5.0
Иркутск,Сибирский ФО,-11.1
Грозный,Северо-Кавказский ФО,10.9
Москва,Центральный  ФО,-3.4
Ижевск,Приволжский ФО,8.9
Казань,Приволжский ФО,-3.9
Майкоп,Южный ФО,13.8
Петропавловск-Камчатский,Дальневосточный ФО,-0.5
Курск,Центральный  ФО,2.5
Санкт-Петербург,Северо-Западный ФО,4.5
Пермь,Приволжский ФО,0.1
Брянск,Центральный  ФО,9.3
Калининград,Северо-Западный ФО,5.2
Вологда,Северо-Западный ФО,1.4
Чебоксары,Приволжский ФО,-1.5
Пермь,Приволжский ФО,6.2
Калуга,Центральный  ФО,6.5
Смоленск,Центральный  ФО,-1.6
Чита,Сибирский ФО,1.0
Курган,Уральский ФО,0.9
Москва,Центральный  ФО,3.6
Магадан,Дальневосточный ФО,-8.5
Томск,Сибирский ФО,-9.3
Йошкар-Ола,Приволжский ФО,-2.4
Благовещенск,Дальневосточный ФО,-8.1
Южно-Сахалинск,Дальневосточный ФО,-0.5
Абакан,Сибирский ФО,-15.5
Казань,Приволжский ФО,3.1
Липецк,Центральный  ФО,4.9
Екатеринбург,Уральский ФО,1.4
Кызыл,Сибирский ФО,-6.3
Новосибирск,Сибирский ФО,-0.5
Владимир,Центральный  ФО,-0.8
Смоленск,Центральный  ФО,-0.9
Магадан,Дальневосточный ФО,-19.5
Йошкар-Ола,Приволжский ФО,-1.4
Курск,Центральный  ФО,8.4
Кызыл,Сибирский ФО,-2.1
Пенза,Приволжский ФО,-0.5
Кострома,Центральный  ФО,4.1
Воронеж,Центральный  ФО,8.2
Нальчик,Северо-Кавказский ФО,6.5
Казань,Приволжский ФО,-3.0
Махачкала,Северо-Кавказский ФО,8.2
Петрозаводск,Северо-Западный ФО,-0.5
Владивосток,Дальневосточный ФО,-2.1
Брянск,Центральный  ФО,4.0
Омск,Сибирский ФО,-1.1
Смоленск,Центральный  ФО,4.6
Иваново,Центральный  ФО,-4.0
Нижний Новгород,Приволжский ФО,2.5
Салехард,Северо-Западный ФО,-6.5
Благовещенск,Дальневосточный ФО,-2.7
Пермь,Приволжский ФО,-7.1
Нальчик,Северо-Кавказский ФО,9.2
Ханты-Мансийск,Уральский ФО,-11.2
Санкт-Петербург,Северо-Западный ФО,4.6
Псков,Северо-Западный ФО,4.5
Псков,Северо-Западный ФО,0.3
Воронеж,Центральный  ФО,9.2
Улан-Удэ,Сибирский ФО,2.2
Волгоград,Южный ФО,6.8
Владимир,Центральный  ФО,6.5
Пермь,Приволжский ФО,-4.7
Барнаул,Сибирский ФО,-4.9
Ханты-Мансийск,Уральский ФО,1.1
Оренбург,Приволжский ФО,-6.0
Сыктывкар,Северо-Западный ФО,-1.0
Казань,Приволжский ФО,1.0
Самара,Приволжский ФО,0.0
Барнаул,Сибирский ФО,-2.3
Уфа,Приволжский ФО,0.2
Салехард,Северо-Западный ФО,-1.6
Калуга,Центральный  ФО,8.0
Краснодар,Южный ФО,12.5
Омск,Сибирский ФО,-5.3
Южно-Сахалинск,Дальневосточный ФО,-8.0
Нижний Новгород,Приволжский ФО,-3.2
Кемерово,Сибирский ФО,-17.0
Тюмень,Уральский ФО,-5.5
Брянск,Центральный  ФО,-2.4
Благовещенск,Дальневосточный ФО,5.8
Омск,Сибирский ФО,-14.4
Астрахань,Южный ФО,7.0
Чебоксары,Приволжский ФО,8.0
Ханты-Мансийск,Уральский ФО,-7.7
Киров,Приволжский ФО,-3.5
Волгоград,Южный ФО,9.8
Екатеринбург,Уральский ФО,-6.0
Липецк,Центральный  ФО,7.8
Хабаровск,Дальневосточный ФО,7.7
Калуга,Центральный  ФО,1.5
Биробиджан,Дальневосточный ФО,-7.6
Кемерово,Сибирский ФО,-1.5
Орел,Центральный  ФО,5.4
Вологда,Северо-Западный ФО,1.6
Чита,Сибирский ФО,0.1
Томск,Сибирский ФО,-1.9
Липецк,Центральный  ФО,6.8
Магадан,Дальневосточный ФО,-22.5
Ханты-Мансийск,Уральский ФО,-8.2
Махачкала,Северо-Кавказский ФО,3.9
Пенза,Приволжский ФО,6.6
Томск,Сибирский ФО,-1.7
Рязань,Центральный  ФО,7.0
Иркутск,Сибирский ФО,5.0
Ростов,Южный ФО,1.6
Псков,Северо-Западный ФО,-1.0
Великий Новгород,Северо-Западный ФО,7.7
Пермь,Приволжский ФО,1.0
Самара,Приволжский ФО,5.0
Якутск,Дальневосточный ФО,-26.6
Владикавказ,Северо-Кавказский ФО,10.7
Москва,Центральный  ФО,-4.2
Тверь,Центральный  ФО,4.9
Оренбург,Приволжский ФО,5.6
Самара,Приволжский ФО,-0.5
Сыктывкар,Северо-Западный ФО,2.0
Петрозаводск,Северо-Западный ФО,1.6
Кемерово,Сибирский ФО,-12.9
Псков,Северо-Западный ФО,2.8
Мурманск,Северо-Западный ФО,3.2
Владивосток,Дальневосточный ФО,-4.6
Барнаул,Сибирский ФО,0.5
Калининград,Северо-Западный ФО,5.2
Курган,Уральский ФО,-0.7
Улан-Удэ,Сибирский ФО,-0.5
Воронеж,Центральный  ФО,-0.8
Смоленск,Центральный  ФО,8.2
Нальчик,Северо-Кавказский ФО,5.0
Кызыл,Сибирский ФО,-14.2
Воронеж,Центральный  ФО,1.2
Пенза,Приволжский ФО,6.4
Магадан,Дальневосточный ФО,-15.2
Псков,Северо-Западный ФО,2.6
Кострома,Центральный  ФО,4.3
Тамбов,Центральный  ФО,10.2
Архангельск,Северо-Западный ФО,-0.3
Челябинск,Уральский ФО,1.8
Иваново,Центральный  ФО,3.0
Астрахань,Южный ФО,4.0
Владивосток,Дальневосточный ФО,3.4
Якутск,Дальневосточный ФО,-10.1
Омск,Сибирский ФО,1.8
Тверь,Центральный  ФО,4.2
Архангельск,Северо-Западный ФО,-7.5
Саранск,Приволжский ФО,7.5
Екатеринбург,Уральский ФО,-1.0
Тюмень,Уральский ФО,2.5
Волгоград,Южный ФО,3.5
Владивосток,Дальневосточный ФО,1.7
Тюмень,Уральский ФО,3.0
Тула,Центральный  ФО,3.1
Хабаровск,Дальневосточный ФО,0.2
Сыктывкар,Северо-Западный ФО,-1.4
Иркутск,Сибирский ФО,-6.5
Рязань,Центральный  ФО,5.3
Иваново,Центральный  ФО,1.4
Калининград,Северо-Западный ФО,7.5
Архангельск,Северо-Западный ФО,-9.3
Москва,Центральный  ФО,5.1
Чита,Сибирский ФО,-0.4
Абакан,Сибирский ФО,-6.5
Брянск,Центральный  ФО,3.9
Калининград,Северо-Западный ФО,4.8
Саранск,Приволжский ФО,-2.5
Воронеж,Центральный  ФО,-0.5
Кызыл,Сибирский ФО,-2.8
Сыктывкар,Северо-Западный ФО,-8.2
Орел,Центральный  ФО,1.2
Благовещенск,Дальневосточный ФО,-1.6
Орел,Центральный  ФО,-2.1
Чебоксары,Приволжский ФО,-4.0
Липецк,Центральный  ФО,6.8
Брянск,Центральный  ФО,5.7
Абакан,Сибирский ФО,2.0
Грозный,Северо-Кавказский ФО,7.8
Петрозаводск,Северо-Западный ФО,-0.2
Краснодар,Южный ФО,13.5
Анадырь,Дальневосточный ФО,-6.1
Якутск,Дальневосточный ФО,-15.2
Кострома,Центральный  ФО,7.9
Мурманск,Северо-Западный ФО,-1.5
Архангельск,Северо-Западный ФО,-9.0
Иркутск,Сибирский ФО,-5.8
Омск,Сибирский ФО,3.5
Самара,Приволжский ФО,-1.0
Екатеринбург,Уральский ФО,-2.4
Пенза,Приволжский ФО,1.8
Смоленск,Центральный  ФО,4.6
Элиста,Южный ФО,9.5
Майкоп,Южный ФО,11.6
Великий Новгород,Северо-Западный ФО,4.6
Кемерово,Сибирский ФО,-4.9
Кемерово,Сибирский ФО,3.1
Тула,Центральный  ФО,4.4
Самара,Приволжский ФО,0.9
Вологда,Северо-Западный ФО,1.6
Ханты-Мансийск,Уральский ФО,2.4
Южно-Сахалинск,Дальневосточный ФО,-0.7
Калининград,Северо-Западный ФО,3.1
Уфа,Приволжский ФО,-3.2
Калининград,Северо-Западный ФО,8.1
Курск,Центральный  ФО,6.5
Благовещенск,Дальневосточный ФО,-10.7
Чита,Сибирский ФО,-13.8
Чита,Сибирский ФО,-2.4
Вологда,Северо-Западный ФО,-2.7
Биробиджан,Дальневосточный ФО,-9.1
Чита,Сибирский ФО,-12.6
Ставрополь,Северо-Кавказский ФО,8.0
Челябинск,Уральский ФО,1.2
Астрахань,Южный ФО,9.5
Брянск,Центральный  ФО,7.2
Нальчик,Северо-Кавказский ФО,12.1
Ставрополь,Северо-Кавказский ФО,6.7
Санкт-Петербург,Северо-Западный ФО,2.8
Тула,Центральный  ФО,6.2
Астрахань,Южный ФО,7.0
Калининград,Северо-Западный ФО,10.2
Биробиджан,Дальневосточный ФО,-9.7
Ижевск,Приволжский ФО,3.1
Южно-Сахалинск,Дальневосточный ФО,-8.9
Орел,Центральный  ФО,9.3
Кострома,Центральный  ФО,8.0
Чебоксары,Приволжский ФО,-1.0
Хабаровск,Дальневосточный ФО,-1.3
Ханты-Мансийск,Уральский ФО,-3.9
Казань,Приволжский ФО,-0.9
Абакан,Сибирский ФО,2.5
Уфа,Приволжский ФО,0.7
Салехард,Северо-Западный ФО,-19.6
Великий Новгород,Северо-Западный ФО,1.2
Вологда,Северо-Западный ФО,0.8
Тверь,Центральный  ФО,6.0
Калуга,Центральный  ФО,2.5
Ростов,Южный ФО,2.1
Сыктывкар,Северо-Западный ФО,-1.5
Псков,Северо-Западный ФО,3.0
Курск,Центральный  ФО,-3.0
Барнаул,Сибирский ФО,-8.2
Мурманск,Северо-Западный ФО,-1.0
Рязань,Центральный  ФО,7.8
Новосибирск,Сибирский ФО,2.0
Тюмень,Уральский ФО,6.5
Чебоксары,Приволжский ФО,6.0
Благовещенск,Дальневосточный ФО,-8.6
Волгоград,Южный ФО,-0.4
Брянск,Центральный  ФО,10.0
Вологда,Северо-Западный ФО,1.4
Анадырь,Дальневосточный ФО,-7.0
Чита,Сибирский ФО,4.4
Владимир,Центральный  ФО,1.8
Санкт-Петербург,Северо-Западный ФО,-2.6
Рязань,Центральный  ФО,-2.8
Киров,Приволжский ФО,1.8
Омск,Сибирский ФО,-0.6
Салехард,Северо-Западный ФО,-0.5
Иркутск,Сибирский ФО,2.2
Пермь,Приволжский ФО,-1.6
Якутск,Дальневосточный ФО,-13.9
Смоленск,Центральный  ФО,2.1
Омск,Сибирский ФО,1.5
Ростов,Южный ФО,4.5
Тамбов,Центральный  ФО,7.4
Кызыл,Сибирский ФО,-13.0
Липецк,Центральный  ФО,-2.0
Барнаул,Сибирский ФО,-3.6
Вологда,Северо-Западный ФО,3.3
Петрозаводск,Северо-Западный ФО,-4.2
Нижний Новгород,Приволжский ФО,7.5
Санкт-Петербург,Северо-Западный ФО,1.5
Махачкала,Северо-Кавказский ФО,7.6
Чита,Сибирский ФО,-11.0
Великий Новгород,Северо-Западный ФО,3.6
Псков,Северо-Западный ФО,6.8
Волгоград,Южный ФО,5.5
Калуга,Центральный  ФО,-2.0
Пермь,Приволжский ФО,2.5
Курган,Уральский ФО,3.5
Нижний Новгород,Приволжский ФО,7.0
Сыктывкар,Северо-Западный ФО,1.2
Петрозаводск,Северо-Западный ФО,-0.9
Йошкар-Ола,Приволжский ФО,3.1
Рязань,Центральный  ФО,3.8
Ижевск,Приволжский ФО,3.2
Пенза,Приволжский ФО,6.9
Курск,Центральный  ФО,3.5
Салехард,Северо-Западный ФО,-6.0
Нижний Новгород,Приволжский ФО,-1.8
Якутск,Дальневосточный ФО,-13.5
Липецк,Центральный  ФО,6.5
Пенза,Приволжский ФО,2.9
Москва,Центральный  ФО,1.6
Астрахань,Южный ФО,4.5
Великий Новгород,Северо-Западный ФО,1.6
Псков,Северо-Западный ФО,-2.5
Орел,Центральный  ФО,5.1
Тамбов,Центральный  ФО,9.7
Тверь,Центральный  ФО,5.9
Псков,Северо-Западный ФО,-2.8
Липецк,Центральный  ФО,-1.7
Курск,Центральный  ФО,10.0
Уфа,Приволжский ФО,2.0
Майкоп,Южный ФО,17.9
Якутск,Дальневосточный ФО,-18.4
Йошкар-Ола,Приволжский ФО,-4.5
Псков,Северо-Западный ФО,4.8
Москва,Центральный  ФО,8.2
Хабаровск,Дальневосточный ФО,0.9
Омск,Сибирский ФО,-6.2
Южно-Сахалинск,Дальневосточный ФО,-4.2
Петрозаводск,Северо-Западный ФО,0.3
Волгоград,Южный ФО,5.7
Якутск,Дальневосточный ФО,-14.5
Санкт-Петербург,Северо-Западный ФО,6.8
Петрозаводск,Северо-Западный ФО,2.9
Курск,Центральный  ФО,8.9
Калининград,Северо-Западный ФО,1.6
Великий Новгород,Северо-Западный ФО,7.5
Пермь,Приволжский ФО,0.4
Смоленск,Центральный  ФО,3.2
Йошкар-Ола,Приволжский ФО,-0.1
Калуга,Центральный  ФО,4.5
Великий Новгород,Северо-Западный ФО,-1.2
Оренбург,Приволжский ФО,4.8
Мурманск,Северо-Западный ФО,-0.7
Кемерово,Сибирский ФО,-0.2
Санкт-Петербург,Северо-Западный ФО,-1.1
Иваново,Центральный  ФО,4.8
Сыктывкар,Северо-Западный ФО,-7.5
Ставрополь,Северо-Кавказский ФО,2.5
Ижевск,Приволжский ФО,6.0
Чебоксары,Приволжский ФО,8.5
Майкоп,Южный ФО,14.2
Брянск,Центральный  ФО,2.5
Салехард,Северо-Западный ФО,-1.6
Владивосток,Дальневосточный ФО,4.1
Новосибирск,Сибирский ФО,-2.5
Пермь,Приволжский ФО,1.4
Великий Новгород,Северо-Западный ФО,1.8
Великий Новгород,Северо-Западный ФО,-1.5
Благовещенск,Дальневосточный ФО,-6.7
Йошкар-Ола,Приволжский ФО,4.0
Благовещенск,Дальневосточный ФО,-7.5
Анадырь,Дальневосточный ФО,-22.9
Санкт-Петербург,Северо-Западный ФО,3.0
Калининград,Северо-Западный ФО,-0.1
Рязань,Центральный  ФО,3.8
Новосибирск,Сибирский ФО,-17.0
Йошкар-Ола,Приволжский ФО,3.4
Иркутск,Сибирский ФО,-2.0
Мурманск,Северо-Западный ФО,-4.0
Иваново,Центральный  ФО,3.8
Якутск,Дальневосточный ФО,-15.1
Липецк,Центральный  ФО,2.9
Вологда,Северо-Западный ФО,-4.1
Москва,Центральный  ФО,6.6
Киров,Приволжский ФО,-5.0
Воронеж,Центральный  ФО,3.5
Абакан,Сибирский ФО,2.5
Абакан,Сибирский ФО,-8.0
Киров,Приволжский ФО,2.4
Кемерово,Сибирский ФО,-5.3
Тамбов,Центральный  ФО,2.5
Киров,Приволжский ФО,3.2
Оренбург,Приволжский ФО,-1.9
Уфа,Приволжский ФО,4.3
Барнаул,Сибирский ФО,0.0
Махачкала,Северо-Кавказский ФО,8.8
Оренбург,Приволжский ФО,-0.2
Чебоксары,Приволжский ФО,1.5
Рязань,Центральный  ФО,10.5
Якутск,Дальневосточный ФО,-18.1
Владикавказ,Северо-Кавказский ФО,-0.2
Волгоград,Южный ФО,8.8
Майкоп,Южный ФО,15.8
Самара,Приволжский ФО,-1.1
Абакан,Сибирский ФО,0.0
Ханты-Мансийск,Уральский ФО,1.0
Калининград,Северо-Западный ФО,7.4
Кызыл,Сибирский ФО,-5.6
Тула,Центральный  ФО,5.4
Петропавловск-Камчатский,Дальневосточный ФО,-7.0
Анадырь,Дальневосточный ФО,-3.3
Тула,Центральный  ФО,7.1
Саранск,Приволжский ФО,6.7
Ростов,Южный ФО,3.8
Липецк,Центральный  ФО,4.1
Кызыл,Сибирский ФО,-14.2
Новосибирск,Сибирский ФО,-10.5
Тюмень,Уральский ФО,0.4
Петрозаводск,Северо-Западный ФО,-5.5
Ижевск,Приволжский ФО,-0.4
Мурманск,Северо-Западный ФО,-7.0
Челябинск,Уральский ФО,4.3
Сыктывкар,Северо-Западный ФО,-10.2
Астрахань,Южный ФО,11.0
Тюмень,Уральский ФО,-6.9
Калининград,Северо-Западный ФО,7.5
Киров,Приволжский ФО,-0.9
Волгоград,Южный ФО,3.2
Элиста,Южный ФО,0.4
Кызыл,Сибирский ФО,-11.9
Южно-Сахалинск,Дальневосточный ФО,-6.5
Элиста,Южный ФО,4.1
Рязань,Центральный  ФО,1.3
Иваново,Центральный  ФО,7.4
Санкт-Петербург,Северо-Западный ФО,1.0
Владикавказ,Северо-Кавказский ФО,9.2
Петрозаводск,Северо-Западный ФО,-3.9
Майкоп,Южный ФО,0.2
Пенза,Приволжский ФО,2.8
Краснодар,Южный ФО,5.5
Йошкар-Ола,Приволжский ФО,8.7
Екатеринбург,Уральский ФО,-1.0
Майкоп,Южный ФО,7.2
Иваново,Центральный  ФО,5.0
Краснодар,Южный ФО,4.5
Краснодар,Южный ФО,7.0
Киров,Приволжский ФО,5.5
Биробиджан,Дальневосточный ФО,1.0
Махачкала,Северо-Кавказский ФО,9.3
Вологда,Северо-Западный ФО,3.1
Саранск,Приволжский ФО,-2.9
Уфа,Приволжский ФО,-3.0
Кострома,Центральный  ФО,1.8
Новосибирск,Сибирский ФО,-17.5
Саранск,Приволжский ФО,3.2
Кострома,Центральный  ФО,-2.7
Смоленск,Центральный  ФО,-1.3
Санкт-Петербург,Северо-Западный ФО,-1.3
Благовещенск,Дальневосточный ФО,-11.4
Сыктывкар,Северо-Западный ФО,-6.9
Пермь,Приволжский ФО,-1.2
Краснодар,Южный ФО,9.5
Самара,Приволжский ФО,1.3
Томск,Сибирский ФО,-1.9
Ставрополь,Северо-Кавказский ФО,11.0
Кызыл,Сибирский ФО,-5.2
Салехард,Северо-Западный ФО,-1.4
Киров,Приволжский ФО,-2.3
Владивосток,Дальневосточный ФО,-0.2
Йошкар-Ола,Приволжский ФО,-0.4
Астрахань,Южный ФО,2.5
Магадан,Дальневосточный ФО,-12.1
Мурманск,Северо-Западный ФО,1.0
Биробиджан,Дальневосточный ФО,-7.3
Самара,Приволжский ФО,0.1
Екатеринбург,Уральский ФО,-2.2
Уфа,Приволжский ФО,4.6
Анадырь,Дальневосточный ФО,-17.3
Липецк,Центральный  ФО,5.0
Владивосток,Дальневосточный ФО,1.6
Ижевск,Приволжский ФО,-2.7
Биробиджан,Дальневосточный ФО,6.2
Абакан,Сибирский ФО,-8.5
Липецк,Центральный  ФО,8.5
Брянск,Центральный  ФО,9.2
Петропавловск-Камчатский,Дальневосточный ФО,-0.5
Курск,Центральный  ФО,11.3
Брянск,Центральный  ФО,-1.4
Барнаул,Сибирский ФО,-11.4
Майкоп,Южный ФО,8.2
Пенза,Приволжский ФО,10.8
Томск,Сибирский ФО,-4.2
Чебоксары,Приволжский ФО,3.0
Южно-Сахалинск,Дальневосточный ФО,-2.0
Псков,Северо-Западный ФО,4.2
Владивосток,Дальневосточный ФО,-0.4
Киров,Приволжский ФО,-1.5
Барнаул,Сибирский ФО,0.8
Иркутск,Сибирский ФО,1.0
Ханты-Мансийск,Уральский ФО,-1.5
Абакан,Сибирский ФО,1.0
Благовещенск,Дальневосточный ФО,2.9
Вологда,Северо-Западный ФО,1.6
Краснодар,Южный ФО,9.5
Челябинск,Уральский ФО,1.8
Томск,Сибирский ФО,-6.2
Махачкала,Северо-Кавказский ФО,3.6
Казань,Приволжский ФО,-1.0
Смоленск,Центральный  ФО,3.5
Анадырь,Дальневосточный ФО,-2.8
Пенза,Приволжский ФО,-4.5
Петропавловск-Камчатский,Дальневосточный ФО,-7.0
Петропавловск-Камчатский,Дальневосточный ФО,-5.0
Нижний Новгород,Приволжский ФО,-2.3
Новосибирск,Сибирский ФО,-0.5
Липецк,Центральный  ФО,6.0
Волгоград,Южный ФО,8.2
Улан-Удэ,Сибирский ФО,-11.4
Тула,Центральный  ФО,1.1
Екатеринбург,Уральский ФО,0.9
Санкт-Петербург,Северо-Западный ФО,1.6
Брянск,Центральный  ФО,4.5
Челябинск,Уральский ФО,0.4
Орел,Центральный  ФО,-4.2
Казань,Приволжский ФО,5.5
Уфа,Приволжский ФО,-1.1
Петрозаводск,Северо-Западный ФО,-6.5
Мурманск,Северо-Западный ФО,-14.0
Нальчик,Северо-Кавказский ФО,-0.7
Калуга,Центральный  ФО,3.5
Анадырь,Дальневосточный ФО,-3.8
Ханты-Мансийск,Уральский ФО,-6.3
Чебоксары,Приволжский ФО,0.5
Киров,Приволжский ФО,-0.7
Южно-Сахалинск,Дальневосточный ФО,0.2
Оренбург,Приволжский ФО,3.4
Уфа,Приволжский ФО,-2.6
Тула,Центральный  ФО,-0.7
Элиста,Южный ФО,2.5
Казань,Приволжский ФО,0.5
Новосибирск,Сибирский ФО,0.5
Махачкала,Северо-Кавказский ФО,8.4
Кострома,Центральный  ФО,7.2
Барнаул,Сибирский ФО,-6.0
Киров,Приволжский ФО,1.2
Салехард,Северо-Западный ФО,-1.1
Петропавловск-Камчатский,Дальневосточный ФО,3.0
Липецк,Центральный  ФО,12.0
Улан-Удэ,Сибирский ФО,0.0
Иркутск,Сибирский ФО,-11.8
Липецк,Центральный  ФО,8.8
Великий Новгород,Северо-Западный ФО,2.3
Нижний Новгород,Приволжский ФО,3.9
Пенза,Приволжский ФО,1.9
Санкт-Петербург,Северо-Западный ФО,5.0
